,business_id,categories,city,full_address,latitude,longitude,name,neighborhoods,open,photo_url,review_count,schools,stars,state,type,url
6539,4Pa8wmfUvVqaFM4tDppJig,"[American (New), Restaurants]",Cambridge,"20 Sidney St
Cambridge, MA 02139",42.362349,-71.100211,Sidney's Grille,[],True,http://s3-media2.ak.yelpcdn.com/bphoto/4Bfkm1seY5ipdpvV1c6h2Q/ms.jpg,31,"[Massachusetts Institute of Technology, Harvard University]",3.0,MA,business,http://www.yelp.com/biz/sidneys-grille-cambridge
6540,GiqCqlaSc0Yn9YlhVmnIhA,"[Food, Beer, Wine & Spirits]",Austin,"2828 Rio Grande St
West Campus
Austin, TX 78705",30.295789,-97.7442669,TailGatorz Sports Grill,"[West Campus, University of Texas]",True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,5,[University of Texas - Austin],3.0,TX,business,http://www.yelp.com/biz/tailgatorz-sports-grill-austin
6542,D0bltNaJ-Ak6ejkUUpWDEw,"[Thai, Restaurants]",Berkeley,"2426 Telegraph Ave
Telegraph Ave
Berkeley, CA 94704",37.8664181,-122.2588162,Thai Noodle II,"[Telegraph Ave, UC Campus Area]",True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,[University of California at Berkeley],3.5,CA,business,http://www.yelp.com/biz/thai-noodle-ii-berkeley-2
6545,jeTfL2kCyBtmFGSrSQHqVw,"[Bars, Restaurants, Nightlife, Lounges, American (New), Italian]",Champaign,"113 N Walnut St
Champaign, IL 61820",40.1168584,-88.242436,Bacaro,[],True,http://s3-media3.ak.yelpcdn.com/bphoto/IAscPs6NDvEupLarUDGCbg/ms.jpg,57,[University of Illinois - Urbana-Champaign],4.0,IL,business,http://www.yelp.com/biz/bacaro-champaign
6556,0tX2BR7qE-IP5Ne6vLwy3A,"[Food, Coffee & Tea, Breakfast & Brunch, Restaurants]",Hadley,"99 Russell St
Hadley, MA 01035",42.341488,-72.597603,Esselon Coffee Roasting Co,[],True,http://s3-media3.ak.yelpcdn.com/bphoto/QoGVT2ixx77IVx_PkTlYqQ/ms.jpg,52,[University of Massachusetts - Amherst],4.0,MA,business,http://www.yelp.com/biz/esselon-coffee-roasting-co-hadley
6557,qIdZY9IGSCNMIpXFy__02w,"[Food, Street Vendors, Food Stands, Restaurants]",Philadelphia,"Market St between 34th and 35th
Powelton Village
Philadelphia, PA 19104",39.9583587,-75.1953934,Big Blue Lunch Truck,"[Powelton Village, University City]",True,http://s3-media4.ak.yelpcdn.com/bphoto/l5QlS7SAY5M03art2YznBA/ms.jpg,2,[University of Pennsylvania],3.0,PA,business,http://www.yelp.com/biz/big-blue-lunch-truck-philadelphia
6559,S6IK4KdWCnWeQt-_9CKTIQ,"[Thai, Restaurants]",Waterloo,"36 Northfield Dr E
Unit 1
Waterloo, ON N2L 6A1",43.502488,-80.53118,Ben Thanh Viet Thai Restaurant,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/EpJ0z58DMdojWLIuhEL2VQ/ms.jpg,14,[University of Waterloo],3.0,ON,business,http://www.yelp.ca/biz/ben-thanh-viet-thai-restaurant-waterloo
6561,_NH_zAXlZqfdWXgbsa_WIA,"[Dim Sum, Chinese, Restaurants]",Houston,"2435 Times Blvd
West University
Houston, TX 77005",29.716665,-95.4162176,Yum Yum Cha,[West University],True,http://s3-media1.ak.yelpcdn.com/bphoto/qdivnh_QHVvmfw4YxlsEjQ/ms.jpg,100,[Rice University],3.5,TX,business,http://www.yelp.com/biz/yum-yum-cha-houston
6562,PUK0RoIvq8pgi38FSCg7cQ,"[Sandwiches, Restaurants]",Berkeley,"1829 Euclid Ave
UC Campus Area
Berkeley, CA 94709",37.8756879,-122.26004,The Stuffed Inn,[UC Campus Area],True,http://s3-media2.ak.yelpcdn.com/bphoto/_AEvNo3gGfcjPjMDbglntg/ms.jpg,131,[University of California at Berkeley],4.0,CA,business,http://www.yelp.com/biz/the-stuffed-inn-berkeley
6568,zc0I2evMOPKNuu1mlm_tsQ,"[Pizza, Restaurants]",Pittsburgh,"3507 Cable Pl
Oakland
Pittsburgh, PA 15213",40.4366142,-79.9537673,Say Cheese! Pizza,[Oakland],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,6,[Carnegie Mellon University],4.0,PA,business,http://www.yelp.com/biz/say-cheese-pizza-pittsburgh
6577,dzh-SckBSRHi46Nw2dCLTQ,"[Pizza, Restaurants]",Claremont,"336 S Indian Hill Blvd
Claremont, CA 91711",34.089329,-117.7192415,Little Caesar's Pizza,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,[Harvey Mudd College],1.5,CA,business,http://www.yelp.com/biz/little-caesars-pizza-claremont
6579,dv56VSw7tClqOuTYUrOwJw,"[Pubs, Bars, Nightlife, Irish, Restaurants]",Cambridge,"350 Massachusetts Ave
Cambridge, MA 02139",42.3627292435,-71.0995764476,The Asgard Irish Pub & Restaurant,[],True,http://s3-media1.ak.yelpcdn.com/bphoto/0Xdf4oHsQwS8wkoi0qRd1g/ms.jpg,337,"[Massachusetts Institute of Technology, Harvard University]",3.0,MA,business,http://www.yelp.com/biz/the-asgard-irish-pub-and-restaurant-cambridge
6581,CHpzvc_-F3syFrwPs-2rOQ,"[Sandwiches, Restaurants]",Cambridge,"27 Brattle St
Harvard Square
Cambridge, MA 02138",42.3732878,-71.1204333,Au Bon Pain,[Harvard Square],False,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,"[Massachusetts Institute of Technology, Harvard University]",2.5,MA,business,http://www.yelp.com/biz/au-bon-pain-cambridge-7
6582,FaV5Y8mNhsAOPzdamcbHKQ,"[Food, Ice Cream & Frozen Yogurt]",Claremont,"101 N Indian Hill Blvd
Suite 103
Claremont, CA 91711",34.0951499817,-117.71937697,Yogurtland,[],True,http://s3-media3.ak.yelpcdn.com/bphoto/yzMFdYO8BGWqPVe67bnKQw/ms.jpg,73,[Harvey Mudd College],4.5,CA,business,http://www.yelp.com/biz/yogurtland-claremont
6585,lTnVT1GsV-yxV9MfYwjtpw,[Restaurants],Seattle,"4301 Brooklyn Ave NE
University District
Seattle, WA 98105",47.660003,-122.314686,International House of Pancakes,[University District],False,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,5,[University of Washington],3.0,WA,business,http://www.yelp.com/biz/international-house-of-pancakes-seattle-2
6593,DA17vkEvB_oyZHfrp8WrGg,"[Mediterranean, Vegetarian, Middle Eastern, Restaurants]",Austin,"2928 Guadalupe St
Ste 102
University of Texas
Austin, TX 78705",30.2961972,-97.7424529,Tom's Tabooley,[University of Texas],True,http://s3-media3.ak.yelpcdn.com/bphoto/i5KyesTIJJfs7oKshvrZUw/ms.jpg,92,[University of Texas - Austin],4.5,TX,business,http://www.yelp.com/biz/toms-tabooley-austin
6595,2nCVuk84L4UMgTQgC2FYew,"[Indian, Vegan, Restaurants]",San Luis Obispo,"1035 Chorro St
San Luis Obispo, CA 93401",35.2801928,-120.6631721,Vraja's Kitchen,[],False,http://s3-media1.ak.yelpcdn.com/bphoto/_Ca_2IC6D5HKlbWF6y8-lg/ms.jpg,10,[California Polytechnic State University],4.0,CA,business,http://www.yelp.com/biz/vrajas-kitchen-san-luis-obispo
6597,_QNKVyihvoeCL8873l8x8Q,"[Food, Desserts, Street Vendors, Food Stands, Restaurants]",Los Angeles,"Westwood
Los Angeles, CA 90024",34.0631451,-118.4367551,Waffles de Liege,[Westwood],True,http://s3-media4.ak.yelpcdn.com/bphoto/_GvQCOrtIoHwa-bt-VqMow/ms.jpg,125,[University of California - Los Angeles],4.0,CA,business,http://www.yelp.com/biz/waffles-de-liege-los-angeles-3
6600,sxHugC9jE_yfkn460JMV_w,"[Breakfast & Brunch, Diners, Restaurants]",San Luis Obispo,"964 Higuera St
San Luis Obispo, CA 93401",35.2808395,-120.6614479,Louisa's Place,[],True,http://s3-media3.ak.yelpcdn.com/bphoto/ulWUOXAub37wIdBDUNUyRw/ms.jpg,151,[California Polytechnic State University],3.5,CA,business,http://www.yelp.com/biz/louisas-place-san-luis-obispo
6601,g-lSVCxhbqOypjkOgcsN1A,"[Food Stands, Restaurants]",Los Angeles,"941 W 35th St
USC University Park Campus
South Los Angeles
Los Angeles, CA 90089",34.0234826,-118.2878397,Armando's Lunch Truck,[South Los Angeles],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,4,[University of Southern California],4.0,CA,business,http://www.yelp.com/biz/armandos-lunch-truck-los-angeles-2
6603,cznOCtKLI3oai4u8pxKBvA,"[Food, Tea Rooms, Asian Fusion, Restaurants]",Princeton,"66 Witherspoon St
Princeton, NJ 08542",40.351493,-74.660872,Zen Modern Asian,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/okBJLVspBmg0KNvqL1oN7Q/ms.jpg,19,[Princeton University],3.0,NJ,business,http://www.yelp.com/biz/zen-modern-asian-princeton
6604,oOjuZqUGe_JZLrO0b4XTpA,"[Korean, Bars, Mexican, Nightlife, Restaurants]",Atlanta,"818 Juniper St
Midtown
Atlanta, GA 30308",33.776895,-84.383159,Takorea,[Midtown],True,http://s3-media1.ak.yelpcdn.com/bphoto/PcgkZRE13WoBwfTvh58Yjg/ms.jpg,165,[Georgia Institute of Technology],3.5,GA,business,http://www.yelp.com/biz/takorea-atlanta
6605,YR-IJDo7h6zQXf2pb9c07w,"[Thai, Restaurants]",Lafayette,"3614 State Rd 38 E
Lafayette, IN 47905",40.3939137,-86.8479844,Exotic Thai,[],True,http://s3-media2.ak.yelpcdn.com/bphoto/tV3wPq2m91PfLGDg19BOcA/ms.jpg,14,[Purdue University],3.5,IN,business,http://www.yelp.com/biz/exotic-thai-lafayette
6607,usSaSpdnFkIiKj1UEGJuTw,"[Food, Grocery, Convenience Stores]",Cambridge,"1105 Massachusetts Ave
Harvard Square
Cambridge, MA 02138",42.3706518,-71.1136496,University Market,[Harvard Square],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,12,"[Massachusetts Institute of Technology, Harvard University]",3.0,MA,business,http://www.yelp.com/biz/university-market-cambridge
6609,AO0yGThNaUYuFmdzZoyZ2w,"[Bars, American (Traditional), Nightlife, Restaurants]",Providence,"36 Exchange Ter
DownCity
Providence, RI 02903",41.825595,-71.414036,Union Station Brewery Providence,[DownCity],True,http://s3-media2.ak.yelpcdn.com/bphoto/NtCDiM0Nhe3gZykGNi1UTg/ms.jpg,87,[Brown University],3.0,RI,business,http://www.yelp.com/biz/union-station-brewery-providence-providence
6614,bG9ClLF1FYFuSqC1xvdQRg,"[Food, Coffee & Tea]",Los Angeles,"110 Westwood Plaza
Ste F
Westwood
Los Angeles, CA 90095",34.0735964,-118.4436186,Espresso Roma Cafe,[Westwood],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,18,[University of California - Los Angeles],3.0,CA,business,http://www.yelp.com/biz/espresso-roma-cafe-los-angeles
6616,CzP2dF6SYBcBEeXC1ifiTA,"[American (New), Nightlife, Dance Clubs, Restaurants]",Atlanta,"1068 Peachtree St NE
Midtown
Atlanta, GA 30309",33.783854,-84.383857,Club Vision,[Midtown],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,[Georgia Institute of Technology],4.5,GA,business,http://www.yelp.com/biz/club-vision-atlanta
6618,7Tp-J0La7FJtubAJpWd0nw,"[Thai, Restaurants]",Ithaca,"202 Dryden Ct
Ithaca, NY 14850",42.4420183,-76.4847032,Little Thai House,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/mLGN3YJFUDruJEYl3S_dQg/ms.jpg,16,[Cornell University],4.0,NY,business,http://www.yelp.com/biz/little-thai-house-ithaca
6622,QzJRy39dMq844mPzj9Mlfw,"[Italian, Restaurants]",Pittsburgh,"4744 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",40.4612515,-79.9485292,D'Amico's,[Bloomfield],True,http://s3-media3.ak.yelpcdn.com/bphoto/kh0v_LFuPQdhEQ1ntHlzfQ/ms.jpg,8,[Carnegie Mellon University],2.5,PA,business,http://www.yelp.com/biz/d-amicos-pittsburgh
6624,4naSwJpjdhOcsxNCNoMurA,"[Food, Convenience Stores]",Cambridge,"47 Mt. Auburn St
Harvard Square
Cambridge, MA 02138",42.3713531,-71.1166749,Tommy's Value,[Harvard Square],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,"[Massachusetts Institute of Technology, Harvard University]",3.0,MA,business,http://www.yelp.com/biz/tommys-value-cambridge
6625,WKli3TnU2KS01-A0sVAqFQ,"[Food, Coffee & Tea]",Cambridge,"31 Church St
Harvard Square
Cambridge, MA 02138",42.3744564,-71.1202167,Starbucks,[Harvard Square],True,http://s3-media4.ak.yelpcdn.com/bphoto/XJPkS2pMI3YC8HSNedQ2xg/ms.jpg,28,"[Massachusetts Institute of Technology, Harvard University]",3.0,MA,business,http://www.yelp.com/biz/starbucks-cambridge-22
6629,nye6CSnAoffchb-yPZvbJQ,"[Food, Convenience Stores]",Cambridge,"40 JFK St
Harvard Square
Cambridge, MA 02138",42.3733124,-71.1195242,7-Eleven,[Harvard Square],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,7,"[Massachusetts Institute of Technology, Harvard University]",2.5,MA,business,http://www.yelp.com/biz/7-eleven-cambridge-7
6632,BmgVjZ_m5YWpHtSRfPdhcw,"[Breakfast & Brunch, Restaurants]",Chapel Hill,"1305 E Franklin St
Chapel Hill, NC 27514",35.927673,-79.035578,Sunrise Biscuit Kitchen,[],True,http://s3-media2.ak.yelpcdn.com/bphoto/xZQirQBrPMclT3fV3Bn0Mg/ms.jpg,129,[University of North Carolina - Chapel Hill],4.5,NC,business,http://www.yelp.com/biz/sunrise-biscuit-kitchen-chapel-hill
6633,w9oW1PJoAjZfv85hxZbnEg,"[Seafood, Restaurants]",Providence,"525 S Water St
Fox Point
Providence, RI 02903",41.8174492,-71.4017185,Chowder House Bar and Grill,[Fox Point],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,5,[Brown University],1.5,RI,business,http://www.yelp.com/biz/chowder-house-bar-and-grill-providence
6634,ReOEN5SALofVz8-17cZ9aQ,[Restaurants],Los Angeles,"1071 Glendon Ave
Westwood
Los Angeles, CA 90024",34.0612131,-118.4444848,Moustache Cafe,[Westwood],False,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,[University of California - Los Angeles],4.0,CA,business,http://www.yelp.com/biz/moustache-cafe-los-angeles
6639,gQjjITQHLhpn6VN99q8BsQ,"[Food, Coffee & Tea]",Atlanta,"1009 Marietta St NW
Atlanta, GA 30318",33.779258,-84.410189,Octane,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/V4a6z2DMglMWhLXszvojUA/ms.jpg,269,[Georgia Institute of Technology],4.0,GA,business,http://www.yelp.com/biz/octane-atlanta
6640,21VIww54d-f7UV79PIolBw,"[Italian, Pizza, Restaurants]",Ann Arbor,"615 E. University
South University Ann Arbor
Ann Arbor, MI 48113",42.2746058,-83.7357009,Za's Italian Cafe,[South University Ann Arbor],True,http://s3-media4.ak.yelpcdn.com/bphoto/ogCeHc8sQp_lmvu4IePTng/ms.jpg,33,[University of Michigan - Ann Arbor],3.0,MI,business,http://www.yelp.com/biz/zas-italian-cafe-ann-arbor
6641,I1eS83hJ5wIEUYN_m4P0jA,"[Food, Desserts, Coffee & Tea, Bakeries]",Seattle,"University Village Shopping Center
2612 NE Village Ln
University District
Seattle, WA 98105",47.6624444,-122.29805,Trophy Cupcakes and Party,[University District],True,http://s3-media1.ak.yelpcdn.com/bphoto/FdrHOhD4ymbJpy7sUIEgsg/ms.jpg,170,[University of Washington],3.5,WA,business,http://www.yelp.com/biz/trophy-cupcakes-and-party-seattle-6
6642,DCk27lbp82tOEPSNCvF4lQ,"[Food, Tea Rooms, Coffee & Tea, Restaurants]",Seattle,"5014 University Way NE
University District
Seattle, WA 98105",47.6653479,-122.3129072,Pochi Tea Station,[University District],False,http://s3-media4.ak.yelpcdn.com/bphoto/sUJIEGbe2K3qFLDlxyv4hw/ms.jpg,69,[University of Washington],3.5,WA,business,http://www.yelp.com/biz/pochi-tea-station-seattle
6643,9muH4AjOpTpo1FhEaiJrIg,"[Food, Street Vendors]",Philadelphia,"17th St Between Market & Chestnut
Mantua
Philadelphia, PA 19103",39.96244,-75.19993,17th Street Homestyle,[Mantua],True,http://s3-media4.ak.yelpcdn.com/bphoto/xsFAhlmC_TyDBE6lUNTKmA/ms.jpg,2,[University of Pennsylvania],4.5,PA,business,http://www.yelp.com/biz/17th-street-homestyle-philadelphia
6645,PfbyinPLMGAfSrYGia5Jvg,"[Mexican, Food Stands, Restaurants]",Austin,"West Dean Keeton & Guadalupe
The Drag
Austin, TX 78705",30.2896858,-97.7413938,Bomb Tacos,"[The Drag, West Campus, University of Texas]",True,http://s3-media2.ak.yelpcdn.com/bphoto/w5sVdtpe8FK55BqQ37vMdg/ms.jpg,14,[University of Texas - Austin],4.0,TX,business,http://www.yelp.com/biz/bomb-tacos-austin
6646,yh-JA5fV2QkGaBUjfvioIQ,"[Specialty Food, Food, Candy Stores]",Champaign,"402 S Neil St
Champaign, IL 61820",40.1123326,-88.2432695,Fannie May Candy Shops Inc,[],True,http://s3-media1.ak.yelpcdn.com/bphoto/j96-HuOZMWJ_o1LJwFbYtA/ms.jpg,2,[University of Illinois - Urbana-Champaign],3.5,IL,business,http://www.yelp.com/biz/fannie-may-candy-shops-inc-champaign
6648,wtoXdMTcfgpg3sf8KVf5Xw,"[Food, Bakeries]",Cohoes,"92 Saratoga St
Cohoes, NY 12047",42.773924,-73.6979999,Dunkin Donuts of Cohoes,[],True,http://s3-media3.ak.yelpcdn.com/bphoto/g_3ylaj63Oks0LDydPTIFw/ms.jpg,3,[Rensselaer Polytechnic Institute],3.5,NY,business,http://www.yelp.com/biz/dunkin-donuts-of-cohoes-cohoes
6651,vHzWvZYbkoHY_071J-lPRw,"[Burgers, Bars, American (Traditional), Nightlife, Restaurants]",New York,"2867 Broadway
Morningside Heights
New York, NY 10025",40.805159,-73.966209,The Heights Bar & Grill,[Morningside Heights],True,http://s3-media2.ak.yelpcdn.com/bphoto/8L2mVPCRJYW5EhoX2ZR7pw/ms.jpg,141,[Columbia University],3.5,NY,business,http://www.yelp.com/biz/the-heights-bar-and-grill-new-york-3
6655,HSvxkRy8GQTZX56OFB4L-g,"[Japanese, Restaurants]",Seattle,"4138 University Way NE
University District
Seattle, WA 98105",47.657992,-122.312886,Samurai Noodle,[University District],True,http://s3-media1.ak.yelpcdn.com/bphoto/ou0mDMgiARBsQbOLmB_TmA/ms.jpg,155,[University of Washington],3.0,WA,business,http://www.yelp.com/biz/samurai-noodle-seattle-3
6656,xswXiNLzSsyR4fLEkHtImQ,"[Creperies, Sandwiches, Restaurants]",Providence,"129 Weybosset St
DownCity
Providence, RI 02903",41.822984,-71.411408,Petit Mange,[DownCity],False,http://s3-media2.ak.yelpcdn.com/bphoto/nWQsJP8GbTlRvFw4dJp5XA/ms.jpg,2,[Brown University],3.5,RI,business,http://www.yelp.com/biz/petit-mange-providence
6657,kNKEjrUjM5BEEaQizH5Svw,"[Indonesian, Restaurants]",Seattle,"5004 University Way NE
University District
Seattle, WA 98105",47.6652169,-122.3130523,Padi Indonesian Cuisine,[University District],False,http://s3-media3.ak.yelpcdn.com/bphoto/4ObC-U6kr7nkSbXZGORoFQ/ms.jpg,23,[University of Washington],4.0,WA,business,http://www.yelp.com/biz/padi-indonesian-cuisine-seattle
6663,cZTdc_mEfriD_Skyc_S8JQ,"[Pizza, Restaurants]",Urbana,"118 W Water St
Urbana, IL 61801",40.113657,-88.20817,Jolly Roger,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,[University of Illinois - Urbana-Champaign],2.5,IL,business,http://www.yelp.com/biz/jolly-roger-urbana
6664,qB_Vt4AUbDX6r6qhS6gJ8g,"[Pizza, Buffets, Restaurants]",Berkeley,"2516 B Durant Ave
Ste B
Telegraph Ave
Berkeley, CA 94704",37.867768,-122.2581978,Pepe's Pizza,"[Telegraph Ave, UC Campus Area]",False,http://s3-media3.ak.yelpcdn.com/bphoto/PnqcrHG2Ah6o62FQOLVqKg/ms.jpg,73,[University of California at Berkeley],2.5,CA,business,http://www.yelp.com/biz/pepes-pizza-berkeley
6665,LI2SG1npU_WY85f8iPyCuw,"[Mongolian, Restaurants]",Claremont,"970 W Foothill Blvd
Claremont, CA 91711",34.106817,-117.733609,Mongolian Barbeque,[],True,http://s3-media3.ak.yelpcdn.com/bphoto/tl7z6drjvyBSAf86eIE_cQ/ms.jpg,72,[Harvey Mudd College],3.5,CA,business,http://www.yelp.com/biz/mongolian-barbeque-claremont
6667,GInchz2mDbv3TUT43rm4zg,"[Italian, Canadian (New), Restaurants]",Waterloo,"450 King St N
Waterloo, ON N2J 2Z6",43.4874712,-80.5263265,East Side Mario's,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/D9Y7Iuep-K-g2IAMROohkw/ms.jpg,5,[University of Waterloo],2.0,ON,business,http://www.yelp.ca/biz/east-side-marios-waterloo
6668,pgRaCEwOuWv1J9YhEKBXhw,"[Food, Donuts]",Pittsburgh,"3907 Forbes Ave
Oakland
Pittsburgh, PA 15213",40.4421623,-79.9562999,Dunkin' Donuts,[Oakland],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,[Carnegie Mellon University],3.5,PA,business,http://www.yelp.com/biz/dunkin-donuts-pittsburgh-12
6673,nzJ-_uC1-N8xN_FaFkZhuQ,"[Fast Food, Restaurants]",Houston,"1 Hermann Cir
Museum District
Houston, TX 77004",29.7220202773,-95.3895878792,McDonald's,[Museum District],True,http://s3-media3.ak.yelpcdn.com/bphoto/j254MthjxFsCo-6FN5OyzQ/ms.jpg,3,[Rice University],3.0,TX,business,http://www.yelp.com/biz/mcdonalds-houston-66
6674,dl6eJ6sowYvlVaHPv1zvWQ,"[Pizza, Restaurants]",Ithaca,"222 S Fulton St
Ithaca, NY 14850",42.4372126,-76.5089042,Sal's Pizzeria,[],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,4,[Cornell University],5.0,NY,business,http://www.yelp.com/biz/sals-pizzeria-ithaca
6676,s34eQFAIiP4qwIdLhYHmUg,"[Italian, Restaurants]",Princeton,"301 North Harrison Street
Princeton Shopping Center
Princeton, NJ 08540",40.364092,-74.651262,Camillo's Cafe,[],True,http://s3-media2.ak.yelpcdn.com/bphoto/W0ewxKrB6nU9Tjgdgj8SwQ/ms.jpg,15,[Princeton University],3.5,NJ,business,http://www.yelp.com/biz/camillos-cafe-princeton
6677,n8lPV_DUvMHAT0zT0jxt2A,"[Pizza, Restaurants]",San Luis Obispo,"866 E Foothill Blvd
San Luis Obispo, CA 93405",35.2940685,-120.6705541,Domino's Pizza,[],True,http://s3-media1.ak.yelpcdn.com/bphoto/XMoObfaAsnS9Ic_pOgvK-w/ms.jpg,11,[California Polytechnic State University],3.5,CA,business,http://www.yelp.com/biz/dominos-pizza-san-luis-obispo
6683,wE4hgzFkgZHm6hakRNyLjg,"[Thai, Restaurants]",Waterloo,"51 King St N
Waterloo, ON N2J 2W9",43.4666083,-80.5229237,My Thai,[],True,http://s3-media2.ak.yelpcdn.com/bphoto/aycg_K_tIr4d0zeYioUROw/ms.jpg,7,[University of Waterloo],4.5,ON,business,http://www.yelp.ca/biz/my-thai-waterloo-2
6689,gNNf9i64PCPj_H_LK3c9ew,[Restaurants],Atlanta,"557 Peachtree Street NE
Downtown
Atlanta, GA 30308",33.7697343,-84.3851299,Mick's Midtown,[Downtown],False,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,2,[Georgia Institute of Technology],4.5,GA,business,http://www.yelp.com/biz/micks-midtown-atlanta
6690,LNBsZXYV6cFR9Hy574Gq3g,"[Food, Coffee & Tea]",Los Angeles,"UCLA Ackerman Student Union
Terrace Food Ct
Westwood
Los Angeles, CA 90024",34.070435738,-118.4441185,Relaxtation,[Westwood],True,http://s3-media4.ak.yelpcdn.com/bphoto/BrbQW6pfCHoTwSn9ym1Syg/ms.jpg,10,[University of California - Los Angeles],3.0,CA,business,http://www.yelp.com/biz/relaxtation-los-angeles-2
6691,7eDRDNci3DDTGuEKhsu5Bg,"[Food, Grocery]",Pittsburgh,"4071 Beechwood Blvd
Greenfield
Pittsburgh, PA 15217",40.4269069,-79.9374714,Cogo's Co,[Greenfield],True,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,3,[Carnegie Mellon University],2.5,PA,business,http://www.yelp.com/biz/cogos-co-pittsburgh-2
6693,jKxES7iLV63H_PfyGVGIDw,"[Chinese, Restaurants]",Champaign,"402 E Green St
Ste A
Champaign, IL 61820",40.110553,-88.233196,Lai Lai Wok,[],True,http://s3-media4.ak.yelpcdn.com/bphoto/ESjIHp2joDD9B86tP2KtXw/ms.jpg,53,[University of Illinois - Urbana-Champaign],4.0,IL,business,http://www.yelp.com/biz/lai-lai-wok-champaign
6694,92727MDUGRemJ4hvN-hG1g,"[Pakistani, Indian, Restaurants]",Claremont,"313 Yale Ave
Claremont, CA 91711",34.096918,-117.718073,Delhi Palace Express,[],True,http://s3-media2.ak.yelpcdn.com/bphoto/NdplCuhZv5KSx6X35Tm1Aw/ms.jpg,44,[Harvey Mudd College],3.0,CA,business,http://www.yelp.com/biz/delhi-palace-express-claremont
6695,t5Ggj9n2ApvawNWTXvwMAg,"[Italian, Pizza, Restaurants]",Los Angeles,"1136 Westwood Blvd
Westwood
Los Angeles, CA 90024",34.0600538,-118.4448085,D'Amores Pizza,[Westwood],True,http://s3-media1.ak.yelpcdn.com/bphoto/g47UombZNzvUhzcZ77n_yw/ms.jpg,94,[University of California - Los Angeles],3.5,CA,business,http://www.yelp.com/biz/d-amores-pizza-los-angeles
6696,3Qs_LaKo8G217K7oHZrd5g,[Restaurants],Arlington,"1360 Massachusetts Avenue
Harvard Square
Arlington, MA 02476",42.3733036,-71.1184999,Jade Garden Restaurant,[Harvard Square],True,http://s3-media1.ak.yelpcdn.com/bphoto/f3rh5QRzSFh4E2xpOvuTDQ/ms.jpg,3,"[Massachusetts Institute of Technology, Harvard University]",3.5,MA,business,http://www.yelp.com/biz/jade-garden-restaurant-arlington
6700,kTBT-UAzRIuwsvJ1OLJgKg,"[Mongolian, Restaurants]",Waterloo,"170 University Avenue W
Waterloo, ON N2L 3E9",43.472294,-80.538572,Mongolian Grill,[],True,http://s3-media3.ak.yelpcdn.com/bphoto/-vID8kUlv8TfDPnerFg0Ig/ms.jpg,6,[University of Waterloo],3.0,ON,business,http://www.yelp.ca/biz/mongolian-grill-waterloo
